address,state,provAbortion,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,Census Year,State FIPS,County FIPS,Place Name,Place FIPS,Census Tract Code,Census Block Code,Census Block Group,Full FIPS (block),Full FIPS (tract),Metro/Micro Statistical Area Name,Metro/Micro Statistical Area Code,Metro/Micro Statistical Area Type,Combined Statistical Area Name,Combined Statistical Area Code,Metropolitan Division Area Name,Metropolitan Division Area Code
"7426 West Bonnie Place, Kennewick, WA 99336",WA,Provides Abortions,46.231987,-119.219085,1,range_interpolation,7426,W Bonnie Pl,,,Kennewick,WA,Benton County,99336,US,TIGER/Line® dataset from the US Census Bureau,2018,53,53005,Kennewick,5335275,10901,2004,2,5.3005E+14,53005010901,"Kennewick-Richland, WA",28420,metropolitan,,,,
"1525 SE King Drive, Pullman, WA 99163",WA,Provides Abortions,46.730331,-117.218027,0.33,place,,,,,Pullman,WA,Whitman County,99163,US,TIGER/Line® dataset from the US Census Bureau,2018,53,53075,,,300,2027,2,5.3075E+14,53075000300,"Pullman, WA",39420,micropolitan,"Pullman-Moscow, WA-ID",446,,
"123 E. Indiana Ave., Spokane, WA 99207",WA,Provides Abortions,47.675171,-117.408353,1,rooftop,123,E Indiana Ave,,,Spokane,WA,Spokane County,99207,US,City of Spokane,2018,53,53063,Spokane,5367000,2500,6024,6,5.3063E+14,53063002500,"Spokane-Spokane Valley, WA",44060,metropolitan,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID",518,,
"12104 E. Main Ave, Spokane Valley, WA 99206",WA,Provides Abortions,47.658639,-117.242264,1,rooftop,12104,E Main Ave,,,Spokane Valley,WA,Spokane County,99206,US,Spokane,2018,53,53063,Spokane Valley,5367167,11900,1019,1,5.3063E+14,53063011900,"Spokane-Spokane Valley, WA",44060,metropolitan,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID",518,,
"828 South First Avenue, Walla Walla, WA 99362",WA,Provides Abortions,46.056679,-118.332017,1,rooftop,828,S 1st Ave,,,Walla Walla,WA,Walla Walla County,99362,US,Walla Walla,2018,53,53071,Walla Walla,5375775,920701,2019,2,5.30719E+14,53071920701,"Walla Walla, WA",47460,metropolitan,,,,
"1117 Tieton Drive, Yakima, WA 98902",WA,Provides Abortions,46.592746,-120.523971,1,rooftop,1117,Tieton Dr,,,Yakima,WA,Yakima County,98902,US,City of Yakima,2018,53,53077,Yakima,5380010,700,2013,2,5.3077E+14,53077000700,"Yakima, WA",49420,metropolitan,,,,
"3051 E. New York St., Aurora, IL 60504",IL,Provides Abortions,41.758191,-88.239255,1,rooftop,3051,E New York St,,,Aurora,IL,DuPage County,60504,US,City of Aurora,2018,17,17043,Aurora,1703012,846517,2014,2,1.70438E+14,17043846517,"Chicago-Naperville-Elgin, IL-IN-WI",16980,metropolitan,"Chicago-Naperville, IL-IN-WI",176,"Chicago-Naperville-Arlington Heights, IL",16974
"5937 W Chicago Ave., Chicago, IL 60651",IL,Provides Abortions,41.894486,-87.773798,1,rooftop,5937,W Chicago Ave,,,Chicago,IL,Cook County,60651,US,City of Chicago,2018,17,17031,Chicago,1714000,251400,3001,3,1.70313E+14,17031251400,"Chicago-Naperville-Elgin, IL-IN-WI",16980,metropolitan,"Chicago-Naperville, IL-IN-WI",176,"Chicago-Naperville-Arlington Heights, IL",16974
"1319 N. Veterans Parkway, Bloomington, IL 61704",IL,Provides Abortions,40.495925,-88.952277,1,rooftop,1319,N Veterans Pkwy,,,Bloomington,IL,McLean County,61704,US,Mclean,2018,17,17113,Bloomington,1706613,1106,2000,2,1.7113E+14,17113001106,"Bloomington, IL",14010,metropolitan,"Bloomington-Pontiac, IL",145,,
"302 E Stoughton, Champaign, IL 61820",IL,Provides Abortions,40.11361,-88.235378,1,range_interpolation,302,E Stoughton St,,,Champaign,IL,Champaign County,61820,US,TIGER/Line® dataset from the US Census Bureau,2018,17,17019,Champaign,1712385,302,3010,3,1.7019E+14,17019000302,"Champaign-Urbana, IL",16580,metropolitan,,,,
"3021 N Oakland Ave, Decatur, IL 62526",IL,Provides Abortions,39.877257,-88.974287,1,rooftop,3021,N Oakland Ave,,,Decatur,IL,Macon County,62526,US,Macon,2018,17,17115,Decatur,1718823,2904,2042,2,1.7115E+14,17115002904,"Decatur, IL",19500,metropolitan,,,,
"6059 S. Ashland Ave., Chicago, IL 60636",IL,Provides Abortions,41.783251,-87.663936,1,rooftop,6059,S Ashland Ave,,,Chicago,IL,Cook County,60636,US,City of Chicago,2018,17,17031,Chicago,1714000,670800,2008,2,1.70317E+14,17031670800,"Chicago-Naperville-Elgin, IL-IN-WI",16980,metropolitan,"Chicago-Naperville, IL-IN-WI",176,"Chicago-Naperville-Arlington Heights, IL",16974
"19831 Governors Highway, Flossmoor, IL 60422",IL,Provides Abortions,41.529175,-87.697509,1,rooftop,19831,Governors Hwy,,,Flossmoor,IL,Cook County,60422,US,Cook,2018,17,17031,Flossmoor,1726571,829902,3047,3,1.70318E+14,17031829902,"Chicago-Naperville-Elgin, IL-IN-WI",16980,metropolitan,"Chicago-Naperville, IL-IN-WI",176,"Chicago-Naperville-Arlington Heights, IL",16974
"18 S. Michigan Avenue, Chicago, IL 60603",IL,Provides Abortions,41.88146,-87.624941,1,rooftop,18,S Michigan Ave,,,Chicago,IL,Cook County,60603,US,Cook,2018,17,17031,Chicago,1714000,320400,1008,1,1.70313E+14,17031320400,"Chicago-Naperville-Elgin, IL-IN-WI",16980,metropolitan,"Chicago-Naperville, IL-IN-WI",176,"Chicago-Naperville-Arlington Heights, IL",16974
"1200 N LaSalle Street, Chicago, IL 60610",IL,Provides Abortions,41.903877,-87.633011,0.9,range_interpolation,1200,S Lasalle St,,,Chicago,IL,Cook County,60610,US,TIGER/Line® dataset from the US Census Bureau,2018,17,17031,Chicago,1714000,80300,2000,2,1.70311E+14,17031080300,"Chicago-Naperville-Elgin, IL-IN-WI",16980,metropolitan,"Chicago-Naperville, IL-IN-WI",176,"Chicago-Naperville-Arlington Heights, IL",16974
"612 Court Street, Ottawa, IL 61350",IL,Provides Abortions,41.345879,-88.841992,1,range_interpolation,612,Court St,,,Ottawa,IL,LaSalle County,61350,US,TIGER/Line® dataset from the US Census Bureau,2018,17,17099,Ottawa,1756926,962700,2045,2,1.71E+14,17099962700,"Ottawa-Peru, IL",36860,micropolitan,"Chicago-Naperville, IL-IN-WI",176,,
"2709 N Knoxville Ave, Peoria, IL 61604",IL,Provides Abortions,40.720727,-89.594199,1,rooftop,2709,N Knoxville Ave,,,Peoria,IL,Peoria County,61604,US,Peoria,2018,17,17143,Peoria,1759000,2200,1008,1,1.7143E+14,17143002200,"Peoria, IL",37900,metropolitan,"Peoria-Canton, IL",427,,
"5725 North Broadway, Chicago, IL 60660",IL,Provides Abortions,41.986343,-87.659555,1,rooftop,5725,N Broadway,,,Chicago,IL,Cook County,60660,US,City of Chicago,2018,17,17031,Chicago,1714000,30603,2004,2,1.7031E+14,17031030603,"Chicago-Naperville-Elgin, IL-IN-WI",16980,metropolitan,"Chicago-Naperville, IL-IN-WI",176,"Chicago-Naperville-Arlington Heights, IL",16974
"11250 S Halsted St., Chicago, IL 60628",IL,Provides Abortions,41.688862,-87.642655,1,rooftop,11250,S Halsted St,,,Chicago,IL,Cook County,60628,US,City of Chicago,2018,17,17031,Chicago,1714000,750600,1009,1,1.70318E+14,17031750600,"Chicago-Naperville-Elgin, IL-IN-WI",16980,metropolitan,"Chicago-Naperville, IL-IN-WI",176,"Chicago-Naperville-Arlington Heights, IL",16974
"601 N. Bruns, Springfield, IL 62702",IL,Provides Abortions,39.831699,-89.646507,0.33,place,,,,,Springfield,IL,Sangamon County,62702,US,TIGER/Line® dataset from the US Census Bureau,2018,17,17167,,,100,3056,3,1.7167E+14,17167000100,"Springfield, IL",44100,metropolitan,"Springfield-Jacksonville-Lincoln, IL",522,,
"1601 N Lewis, Waukegan, IL 60085",IL,Provides Abortions,42.382769,-87.85457,1,rooftop,1601,N Lewis Ave,,,Waukegan,IL,Lake County,60085,US,Lake,2018,17,17097,Waukegan,1779293,866100,1007,1,1.70979E+14,17097866100,"Chicago-Naperville-Elgin, IL-IN-WI",16980,metropolitan,"Chicago-Naperville, IL-IN-WI",176,"Lake County-Kenosha County, IL-WI",29404
"421 S College Ave, Bloomington, IN, 47403",IN,Provides Abortions,39.162232,-86.534657,1,rooftop,421,S College Ave,,,Bloomington,IN,Monroe County,47403,US,City of Bloomington,2018,18,18105,Bloomington,1805860,100,3013,3,1.8105E+14,18105000100,"Bloomington, IN",14020,metropolitan,"Bloomington-Bedford, IN",144,,
"8590 Georgetown Road, Indianapolis IN 46268",IN,Provides Abortions,39.910191,-86.241689,1,rooftop,8590,Georgetown Rd,,,Indianapolis,IN,Marion County,46268,US,Statewide,2018,18,18097,Indianapolis city (balance),1836003,310105,1007,1,1.80973E+14,18097310105,"Indianapolis-Carmel-Anderson, IN",26900,metropolitan,"Indianapolis-Carmel-Muncie, IN",294,,
"964 Mezzanine Dr., Lafayette, IN 47905",IN,Provides Abortions,40.404659,-86.833133,1,rooftop,964,Mezzanine Dr,,,Lafayette,IN,Tippecanoe County,47905,US,Tippecanoe County G,2018,18,18157,Lafayette,1840788,1800,3000,3,1.8157E+14,18157001800,"Lafayette-West Lafayette, IN",29200,metropolitan,"Lafayette-West Lafayette-Frankfort, IN",320,,
"8645 Connecticut Street, Merrillville, IN 46410",IN,Provides Abortions,41.460857,-87.333077,1,range_interpolation,8645,Connecticut St,,,Merrillville,IN,Lake County,46410,US,TIGER/Line® dataset from the US Census Bureau,2018,18,18089,Merrillville,1848528,42505,3045,3,1.8089E+14,18089042505,"Chicago-Naperville-Elgin, IL-IN-WI",16980,metropolitan,"Chicago-Naperville, IL-IN-WI",176,"Gary, IN",23844
"929 West Street #200, Annapolis, MD 21401",MD,Provides Abortions,38.976222,-76.509191,1,rooftop,929,West St,Ste,200,Annapolis,MD,Anne Arundel County,21401,US,Anne Arundel,2018,24,24003,Annapolis,2401600,706500,3001,3,2.40037E+14,24003706500,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,
"330 North Howard Street, Baltimore, MD 21201",MD,Provides Abortions,39.29376,-76.620075,1,rooftop,330,N Howard St,,,Baltimore,MD,Baltimore city,21201,US,City of Baltimore,2018,24,24510,Baltimore,2404000,40100,2013,2,2.451E+14,24510040100,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,
"170 Thomas Johnson Drive, Frederick, MD 21702",MD,Provides Abortions,39.442177,-77.405859,1,rooftop,170,Thomas Johnson Dr,,,Frederick,MD,Frederick County,21702,US,Frederick,2018,24,24021,Frederick,2430325,750701,2024,2,2.40218E+14,24021750701,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,"Silver Spring-Frederick-Rockville, MD",43524
"1714 Joan Ave, Towson, MD 21234",MD,Provides Abortions,39.392866,-76.562419,1,rooftop,1714,Joan Ave,,,Parkville,MD,Baltimore County,21234,US,Baltimore,2018,24,24005,Parkville,2460275,491600,3015,3,2.40055E+14,24005491600,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,
"8579 Commerce Drive #102, Easton, MD 21601",MD,Provides Abortions,38.784432,-76.082115,1,rooftop,8579,Commerce Dr,Ste,102,Easton,MD,Talbot County,21601,US,Statewide,2018,24,24041,Easton,2424475,960201,1014,1,2.4042E+14,24041960201,"Easton, MD",20660,micropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,
"680 Broadway, Paterson, NJ 07505",NJ,Provides Abortions,40.91813,-74.145066,0.86,nearest_rooftop_match,668,Broadway Ave,,,Paterson,NJ,Passaic County,7514,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",2018,34,34031,Paterson,3457000,182500,4001,4,3.40312E+14,34031182500,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"New York-Jersey City-White Plains, NY-NJ",35614
"560 Dr. Martin Luther King Blvd. Ste. 100, East Orange, NJ 07018",NJ,Provides Abortions,40.767615,-74.219063,1,rooftop,560,Martin Luther King Jr Blvd,Ste,100,East Orange,NJ,Essex County,7017,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",2018,34,34013,East Orange,3419390,11300,1000,1,3.4013E+14,34013011300,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"Newark, NJ-PA",35084
"70 Adams St, Suite 13, Newark, NJ 07105",NJ,Provides Abortions,40.729986,-74.157844,1,rooftop,70,Adams St,Ste,13,Newark,NJ,Essex County,7105,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",2018,34,34013,Newark,3451000,7600,2004,2,3.4013E+14,34013007600,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"Newark, NJ-PA",35084
"29 N Fullerton Ave, Montclair, NJ 07042",NJ,Provides Abortions,40.814904,-74.21646,1,rooftop,29,N Fullerton Ave,,,Montclair,NJ,Essex County,7042,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",2018,34,34013,,,16800,3004,3,3.4013E+14,34013016800,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"Newark, NJ-PA",35084
"240 Mulberry Street Floor 1, Newark, NJ 07102",NJ,Provides Abortions,40.730653,-74.17138,1,rooftop,240,Mulberry St,Fl,1,Newark,NJ,Essex County,7102,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",2018,34,34013,Newark,3451000,8000,2005,2,3.4013E+14,34013008000,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"Newark, NJ-PA",35084
"19650 Clubhouse Road #101, Gaithersburg, MD 20879",MD,Provides Abortions,39.173598,-77.207023,0.99,rooftop,19650,Club House Rd,Ste,101,Montgomery Village,MD,Montgomery County,20886,US,Montgomery,2018,24,24031,Montgomery Village,2453325,700813,2010,2,2.40317E+14,24031700813,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,"Silver Spring-Frederick-Rockville, MD",43524
"1225 4th St. NE, Washington, DC 20002",DC,Provides Abortions,38.906324,-77.000259,1,rooftop,1225,4th St NE,,,Washington,DC,District of Columbia,20002,US,Statewide,2018,11,11001,Washington,1150000,10600,2000,2,1.1001E+14,11001010600,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47894
"5001 Silver Hill Road, Suite #103, Suitland, MD 20746",MD,Provides Abortions,38.850637,-76.92162,1,rooftop,5001,Silver Hill Rd,Ste,103,Suitland,MD,Prince George's County,20746,US,Prince Georges,2018,24,24033,Suitland,2475725,802002,2020,2,2.40338E+14,24033802002,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47894
"3100 Professional Drive, Ann Arbor, MI, 48104",MI,Provides Abortions,42.25523,-83.699116,1,rooftop,3100,Professional Dr,,,Ann Arbor,MI,Washtenaw County,48104,US,Semcog,2018,26,26161,Ann Arbor,2603000,405400,1002,1,2.61614E+14,26161405400,"Ann Arbor, MI",11460,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,,
"4229 Cass Ave., Detroit, MI, 48201",MI,Provides Abortions,42.350749,-83.063795,1,range_interpolation,4229,Cass Ave,,,Detroit,MI,Wayne County,48201,US,TIGER/Line® dataset from the US Census Bureau,2018,26,26163,Detroit,2622000,520300,1003,1,2.61635E+14,26163520300,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804
"23338 Woodward Ave., Ferndale, MI 48220",MI,Provides Abortions,42.465653,-83.137389,1,rooftop,23338,Woodward Ave,,,Ferndale,MI,Oakland County,48220,US,Oakland,2018,26,26125,Ferndale,2627880,173100,1003,1,2.61252E+14,26125173100,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Warren-Troy-Farmington Hills, MI",47664
"G-3371 Beecher Road, Flint, MI, 48532",MI,Provides Abortions,43.011127,-83.803045,1,place,,,,,Flint,MI,Genesee County,48532,US,TIGER/Line® dataset from the US Census Bureau,2018,26,26049,,,10813,1005,1,2.6049E+14,26049010813,"Flint, MI",22420,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,,
"425 Cherry St. SE, Grand Rapids, MI 49503",MI,Provides Abortions,42.960015,-85.658048,1,rooftop,425,Cherry St SE,,,Grand Rapids,MI,Kent County,49503,US,Kent,2018,26,26081,Grand Rapids,2634000,2100,2011,2,2.6081E+14,26081002100,"Grand Rapids-Wyoming, MI",24340,metropolitan,"Grand Rapids-Wyoming-Muskegon, MI",266,,
"4201 W. Michigan Ave, Kalamazoo, MI, 49006",MI,Provides Abortions,42.277187,-85.640699,1,range_interpolation,4201,W Michigan Ave,,,Kalamazoo,MI,Kalamazoo County,49006,US,TIGER/Line® dataset from the US Census Bureau,2018,26,26077,Kalamazoo,2642160,1506,3011,3,2.6077E+14,26077001506,"Kalamazoo-Portage, MI",28020,metropolitan,"Kalamazoo-Battle Creek-Portage, MI",310,,
"300 N. Clippert, Ste. 6, Lansing, MI 48912",MI,Provides Abortions,42.735889,-84.508333,1,range_interpolation,300,N Clippert St,Ste,6,Lansing,MI,Ingham County,48912,US,TIGER/Line® dataset from the US Census Bureau,2018,26,26065,Lansing,2646000,4000,3037,3,2.6065E+14,26065004000,"Lansing-East Lansing, MI",29620,metropolitan,"Lansing-East Lansing-Owosso, MI",330,,
"1219 N. Third St., Marquette, MI 49855",MI,Provides Abortions,46.554802,-87.394983,1,range_interpolation,1219,N 3rd St,,,Marquette,MI,Marquette County,49855,US,TIGER/Line® dataset from the US Census Bureau,2018,26,26103,Marquette,2651900,200,3003,3,2.6103E+14,26103000200,"Marquette, MI",32100,micropolitan,,,,
"1003 Spring St. Petoskey, MI 49770",MI,Provides Abortions,45.363884,-84.970462,1,rooftop,1003,Spring St,,,Petoskey,MI,Emmet County,49770,US,Emmet,2018,26,26047,Petoskey,2663820,970800,4033,4,2.6048E+14,26047970800,,,,,,,
"1135 E. Eighth St., Traverse City, MI 49686",MI,Provides Abortions,44.758934,-85.593133,1,rooftop,1135,E 8th St,,,Traverse City,MI,Grand Traverse County,49686,US,Grand Traverse,2018,26,26055,Traverse City,2680340,551000,1016,1,2.60556E+14,26055551000,"Traverse City, MI",45900,micropolitan,,,,
"1500 Cannon, Helena, MT 59601",MT,Provides Abortions,46.602742,-112.057612,1,rooftop,1500,Cannon St,,,Helena,MT,Lewis and Clark County,59601,US,Helena,2018,30,30049,Helena,3035600,700,3003,3,3.0049E+14,30049000700,"Helena, MT",25740,micropolitan,,,,
"211 9th Street South, Great Falls, MT 59405",MT,Provides Abortions,47.502541,-111.291906,1,rooftop,211,9th St S,,,Great Falls,MT,Cascade County,59405,US,Montana State Library,2018,30,30013,Great Falls,3032800,700,1007,1,3.0013E+14,30013000700,"Great Falls, MT",24500,metropolitan,,,,
"100 West Wicks Lane, Billings, MT 59105",MT,Provides Abortions,45.826786,-108.489118,1,rooftop,100,Wicks Ln W,,,Billings,MT,Yellowstone County,59105,US,Yellowstone,2018,30,30111,Billings,3006550,706,2000,2,3.0111E+14,30111000706,"Billings, MT",13740,metropolitan,,,,
"1844 Broadwater #4, Billings, MT 59102",MT,Provides Abortions,45.776478,-108.563773,1,rooftop,1844,Broadwater Ave,Ste,4,Billings,MT,Yellowstone County,59102,US,Yellowstone,2018,30,30111,Billings,3006550,1702,2005,2,3.0111E+14,30111001702,"Billings, MT",13740,metropolitan,,,,
"850 Orchard Street, Iowa City, IA 52246",IA,Provides Abortions,41.649302,-91.541039,1,rooftop,850,Orchard St,,,Iowa City,IA,Johnson County,52246,US,Johnson,2018,19,19103,Iowa City,1938595,600,1011,1,1.9103E+14,19103000600,"Iowa City, IA",26980,metropolitan,"Cedar Rapids-Iowa City, IA",168,,
"90 Washington Street, Barre, VT 05641",VT,Provides Abortions,44.195082,-72.496791,1,rooftop,90,Washington St,,,Barre,VT,Washington County,5641,US,Statewide,2018,50,50023,Barre,5003175,955100,2028,2,5.0024E+14,50023955100,"Barre, VT",12740,micropolitan,,,,
"173 St. Paul Street, Burlington, VT 05401",VT,Provides Abortions,44.474121,-73.214777,1,rooftop,173,St Paul St,,,Burlington,VT,Chittenden County,5401,US,City of Burlington,2018,50,50007,Burlington,5010675,1000,2000,2,5.0007E+14,50007001000,"Burlington-South Burlington, VT",15540,metropolitan,,,,
"8 Middle Street, Keene, NH 03431",NH,Provides Abortions,42.934263,-72.281292,1,rooftop,8,Middle St,,,Keene,NH,Cheshire County,3431,US,Statewide,2018,33,33005,Keene,3339300,971300,4010,4,3.3006E+14,33005971300,"Keene, NH",28300,micropolitan,,,,
"24 Pennacook Street, Manchester, NH 03104",NH,Provides Abortions,43.001604,-71.46325,1,rooftop,24,Pennacook St,,,Manchester,NH,Hillsborough County,3104,US,Statewide,2018,33,33011,Manchester,3345140,200400,1004,1,3.30112E+14,33011200400,"Manchester-Nashua, NH",31700,metropolitan,"Boston-Worcester-Providence, MA-RI-NH-CT",148,,
"443 Congress Street, Portland, ME 04101",ME,Provides Abortions,43.657964,-70.258719,1,rooftop,443,Congress St,,,Portland,ME,Cumberland County,4101,US,Maine Office of GIS,2018,23,23005,Portland,2360545,300,2034,2,2.3005E+14,23005000300,"Portland-South Portland, ME",38860,metropolitan,"Portland-Lewiston-South Portland, ME",438,,
"79 South Main St, White River Junction, VT 05001",VT,Provides Abortions,43.64731,-72.318818,1,rooftop,79,S Main St,,,White River Junction,VT,Windsor County,5001,US,Town of Hartford G,2018,50,50027,White River Junction,5083575,965600,3025,3,5.0028E+14,50027965600,"Claremont-Lebanon, NH-VT",17200,micropolitan,,,,
"75 Talcott Road, Williston, VT 05495",VT,Provides Abortions,44.447844,-73.104667,1,rooftop,75,Talcott Rd,,,Williston,VT,Chittenden County,5495,US,Statewide,2018,50,50007,,,3100,3024,3,5.0007E+14,50007003100,"Burlington-South Burlington, VT",15540,metropolitan,,,,
