Facility Name,Address,Street address,City,State,Zipcode,Phone Number,Website,Still Open,Provides Abortions,New clinic since last update,MAB,Surgical/aspiration,MAB Gestational Limit,Surgical/aspiration Gestational Limit,Date Opened (Year),Date Updated
Planned Parenthood of Greater New York: Ithaca Health Center,"620 West Seneca Street, Ithaca, NY 14850",620 West Seneca Street,Ithaca,NY,14850,(607) 273-1513,https://www.plannedparenthood.org/health-center/new-york/ithaca/14850/ithaca-health-center-3333-91090/abortion,Currently Open,Provides Abortions,No,Yes,Yes,11w,13.6w,,7/7/20
Planned Parenthood of Greater New York: Johnstown Center,"400 North Perry Street, Johnstown, NY 12095",400 North Perry Street,Johnstown,NY,12095,(518) 736-1911,https://www.plannedparenthood.org/health-center/new-york/johnstown/12095/johnstown-center-3530-91180/abortion,Currently Open,Provides Abortions,No,Yes,No,11w,,2017,8/24/20
Planned Parenthood of Greater New York: Kingston Center,"21 Grand Street, Kingston, NY 12401",21 Grand Street,Kingston,NY,12401,(845) 562-7800,https://www.plannedparenthood.org/health-center/new-york/kingston/12401/kingston-health-center-2623-91160/abortion,Currently Open,Provides Abortions,No,Yes,No,11w,,,7/7/20
Planned Parenthood of Greater New York: Manhattan Center,"26 Bleecker Street, New York, NY 10012",26 Bleecker Street,New York,NY,10012,(212) 965-7000,https://www.plannedparenthood.org/health-center/new-york/new-york/10012/margaret-sanger-center-3325-91110/abortion,Currently Open,Provides Abortions,No,Yes,Yes,11w,24w,,7/7/20
Planned Parenthood of Greater New York: Massapequa Center,"35 Carmans Road, Massapequa, NY 11758",35 Carmans Road,Massapequa,NY,11758,(516) 750-2500,https://www.plannedparenthood.org/health-center/new-york/massapequa/11758/massapequa-center-2788-91100/abortion,Currently Open,Provides Abortions,No,Yes,No,10w,,,7/7/20
Planned Parenthood of Greater New York: Monticello Health Center,"14 Prince Street, Monticello, NY 12701",14 Prince Street,Monticello,NY,12701,(845) 562-7800,https://www.plannedparenthood.org/health-center/new-york/monticello/12701/monticello-health-center-2615-91160/abortion,Currently Open,Provides Abortions,No,Yes,No,11w,,,7/7/20
Planned Parenthood of Greater New York: Newburgh Health Center,"136 Lake Street, Suite 11, Newburgh, NY 12550","136 Lake Street, Suite 11",Newburgh,NY,12550,(845) 562-7800,https://www.plannedparenthood.org/health-center/new-york/newburgh/12550/newburgh-health-center-3995-91160/abortion,Currently Open,Provides Abortions,No,Yes,Yes,11w,15.6w,,7/7/20
Planned Parenthood of Greater New York: Poughkeepsie Health Center,"17 Noxon Street, Poughkeepsie, NY 12601",17 Noxon Street,Poughkeepsie,NY,12601,(845) 562-7800,https://www.plannedparenthood.org/health-center/new-york/poughkeepsie/12601/poughkeepsie-health-center-2621-91160/abortion,Currently Open,Provides Abortions,No,Yes,Yes,11w,15.6w,,7/24/20
Planned Parenthood of Greater New York: Queensbury Health Center,"543 Bay Road, Queensbury, NY 12804",543 Bay Road,Queensbury,NY,12804,(518) 792-0994,https://www.plannedparenthood.org/health-center/new-york/queensbury/12804/glens-falls-planned-parenthood-4257-91180/abortion,Currently Open,Provides Abortions,No,Yes,Yes,11w,20w,2017,7/7/20
Planned Parenthood of Greater New York: Saratoga Springs Center,"236 Washington Street, Saratoga Springs, NY 12866",236 Washington Street,Saratoga Springs,NY,12866,(518) 584-0041,https://www.plannedparenthood.org/health-center/new-york/saratoga-springs/12866/saratoga-springs-center-2776-91110,Currently Open,Provides Abortions,Yes,Yes,No,11w,,,7/7/20
Planned Parenthood of Greater New York: Schenectady Center,"1040 State Street, Schenectady, NY 12307",1040 State Street,Schenectady,NY,12307,(518) 374-5353,https://www.plannedparenthood.org/health-center/new-york/schenectady/12307/schenectady-center-4192-91180/abortion,Currently Open,Provides Abortions,No,Yes,Yes,11w,20w,,7/7/20
Planned Parenthood of Greater New York: Staten Island Center,"23 Hyatt Street , Staten Island, NY 10301",23 Hyatt Street,Staten Island,NY,10301,(212) 965-7000,https://www.plannedparenthood.org/health-center/new-york/staten-island/10301/staten-island-center-3978-91110/abortion,Currently Open,Provides Abortions,No,Yes,No,11w,,2017,7/7/20
Planned Parenthood of Greater New York: The Bronx Center,"349 E 149th Street, 2nd Floor, Bronx, NY 10451","349 E 149th Street, 2nd Floor",Bronx,NY,10451,(212) 965-7000,https://www.plannedparenthood.org/health-center/new-york/bronx/10451/the-bronx-center-2524-91110/abortion,Currently Open,Provides Abortions,No,Yes,Yes,11w,12.6w,,7/7/20
Planned Parenthood of Greater New York: Utica Center,"1424 Genesee Street, Utica, NY 13502",1424 Genesee Street,Utica,NY,13502,(315) 724-6146,https://www.plannedparenthood.org/health-center/new-york/utica/13502/utica-center-3318-91180/abortion,Currently Open,Provides Abortions,No,Yes,Yes,11w,13.6w,,7/7/20
Planned Parenthood of Greater New York.: Joan Malin Brooklyn Health Center,"44 Court Street, 6th Floor, Brooklyn, NY 11201","44 Court Street, 6th Floor",Brooklyn,NY,11201,(212) 965-7000,https://www.plannedparenthood.org/health-center/new-york/brooklyn/11201/joan-malin-brooklyn-health-center-2522-91110/abortion,Currently Open,Provides Abortions,No,Yes,Yes,11w,12.6w,,7/7/20
Planned Parenthood of Greater Ohio: Bedford Heights Surgery Center,"25350 Rockside Rd, Bedford Heights, OH 44146",25350 Rockside Rd,Bedford Heights,OH,44146,(440) 232-9732,https://www.plannedparenthood.org/health-center/ohio/bedford-heights/44146/bedford-heights-surgery-center-4061-91230/abortion,Currently Open,Provides Abortions,No,Yes,Yes,10w,19.6w,,6/29/20
Planned Parenthood of Greater Ohio: East Columbus Surgical Center,"3255 East Main Street, Columbus, OH 43213",3255 East Main Street,Columbus,OH,43213,(614) 222-3531,https://www.plannedparenthood.org/health-center/ohio/columbus/43213/east-columbus-surgical-center-2335-91230/abortion,Currently Open,Provides Abortions,No,Yes,Yes,10w,17.6w,,6/29/20
Planned Parenthood of Greater Texas Surgical Health Services: El Paso Abortion Services Center,"1511 E. Missouri Avenue, El Paso, TX 79902",1511 E. Missouri Avenue,El Paso,TX,79902,(915) 626-5192,https://www.plannedparenthood.org/health-center/texas/el-paso/79902/el-paso-abortion-services-center-4285-21342,Currently Open,Provides Abortions,No,Yes,Yes,10w,15.6w,2018,6/23/20
Planned Parenthood of Greater Texas Surgical Health Services: South Austin Abortion Services Center ,"201 E. Ben White Blvd - Bldg. A, Austin, TX 78704",201 E. Ben White Blvd - Bldg. A,Austin,TX,78704,(512) 276-8000,https://www.plannedparenthood.org/health-center/texas/austin/78704/south-austin-abortion-services-center-4250-21342,Currently Open,Provides Abortions,No,Yes,Yes,10w,21.6w,,6/23/20
Planned Parenthood of Greater Texas Surgical Health Services: South Dallas Abortion Services Center ,"7989 West Virginia Drive, Dallas, TX 75237",7989 West Virginia Drive,Dallas,TX,75237,(214) 373-1868,https://www.plannedparenthood.org/health-center/texas/dallas/75237/south-dallas-abortion-services-center-4149-21342,Currently Open,Provides Abortions,No,Yes,Yes,10w,21.6w,,6/23/20
Planned Parenthood of Greater Texas Surgical Health Services: Southwest Fort Worth Abortion Services Center,"6464 John Ryan Drive - Suite A, Fort Worth, TX 76132",6464 John Ryan Drive - Suite A,Fort Worth,TX,76132,(817) 277-6610,https://www.plannedparenthood.org/health-center/texas/fort-worth/76132/southwest-fort-worth-abortion-services-center-4251-21342,Currently Open,Provides Abortions,No,Yes,Yes,10w,12.6w,,6/23/20
Planned Parenthood of Greater Washington and North Idaho: Kennewick Health Center,"7426 West Bonnie Place, Kennewick, WA 99336",7426 West Bonnie Place,Kennewick,WA,99336,(509) 207-3017,https://www.plannedparenthood.org/health-center/washington/kennewick/99336/kennewick-health-center-2404-91850,Currently Open,Provides Abortions,No,Yes,Yes,10w,15.6w,,6/5/20
Planned Parenthood of Greater Washington and North Idaho: Pullman Health Center,"1525 SE King Drive, Pullman, WA 99163",1525 SE King Drive,Pullman,WA,99163,(509) 207-3017,https://www.plannedparenthood.org/health-center/washington/pullman/99163/pullman-health-center-2793-91850,Currently Open,Provides Abortions,No,Yes,No,10w,,2017,6/5/20
Planned Parenthood of Greater Washington and North Idaho: Spokane Health Center,"123 E. Indiana Ave., Spokane, WA 99207",123 E. Indiana Ave.,Spokane,WA,99207,(509) 207-3017,https://www.plannedparenthood.org/health-center/washington/spokane/99207/spokane-health-center-2794-91850,Currently Open,Provides Abortions,No,Yes,Yes,10w,15.6w,2017,6/5/20
Planned Parenthood of Greater Washington and North Idaho: Spokane Valley Health Center,"12104 E. Main Ave, Spokane Valley, WA 99206",12104 E. Main Ave,Spokane Valley,WA,99206,(509) 207-3017,https://www.plannedparenthood.org/health-center/washington/spokane-valley/99206/spokane-valley-health-center-2792-91850,Currently Open,Provides Abortions,No,Yes,No,10w,,,6/5/20
Planned Parenthood of Greater Washington and North Idaho: Walla Walla Health Center,"828 South First Avenue, Walla Walla, WA 99362",828 South First Avenue,Walla Walla,WA,99362,(509) 207-3017,https://www.plannedparenthood.org/health-center/washington/walla-walla/99362/walla-walla-health-center-2405-91850,Currently Open,Provides Abortions,No,Yes,No,10w,,,6/5/20
Planned Parenthood of Greater Washington and North Idaho: Yakima Health Center,"1117 Tieton Drive, Yakima, WA 98902",1117 Tieton Drive,Yakima,WA,98902,(509) 207-3017,https://www.plannedparenthood.org/health-center/washington/yakima/98902/yakima-health-center-3311-91850,Currently Open,Provides Abortions,No,Yes,Yes,10w,21.6w,,6/5/20
Planned Parenthood of Illinois: Aurora Health Center,"3051 E. New York St., Aurora, IL 60504",3051 E. New York St.,Aurora,IL,60504,(630) 585-0500,https://www.plannedparenthood.org/health-center/illinois/aurora/60504/aurora-health-center-3483-90430,Currently Open,Provides Abortions,No,Yes,Yes,11w,19.6w,,6/30/20
Planned Parenthood of Illinois: Austin Health Center,"5937 W Chicago Ave., Chicago, IL 60651",5937 W Chicago Ave.,Chicago,IL,60651,(773) 287-2020,https://www.plannedparenthood.org/health-center/illinois/aurora/60504/aurora-health-center-3483-90430,Currently Open,Provides Abortions,No,Yes,No,10w,,2017,6/30/20
Planned Parenthood of Illinois: Bloomington Health Center,"1319 N. Veterans Parkway, Bloomington, IL 61704",1319 N. Veterans Parkway,Bloomington,IL,61704,(309) 827-4014,https://www.plannedparenthood.org/health-center/illinois/bloomington/61704/bloomington-health-center-2891-90430,Currently Open,Provides Abortions,Yes,Yes,No,11w,,,6/30/20
Planned Parenthood of Illinois: Champaign Health Center,"302 E Stoughton, Champaign, IL 61820",302 E Stoughton,Champaign,IL,61820,(217) 359-8022,https://www.plannedparenthood.org/health-center/illinois/champaign/61820/champaign-health-center-3283-90430,Currently Open,Provides Abortions,No,Yes,No,11w,,,6/30/20
Planned Parenthood of Illinois: Decatur Health Center,"3021 N Oakland Ave, Decatur, IL 62526",3021 N Oakland Ave,Decatur,IL,62526,(217) 877-6474,https://www.plannedparenthood.org/health-center/illinois/decatur/62526/decatur-health-center-3282-90430,Currently Open,Provides Abortions,No,Yes,No,10w,,2017,6/30/20
Planned Parenthood of Illinois: Englewood Health Center,"6059 S. Ashland Ave., Chicago, IL 60636",6059 S. Ashland Ave.,Chicago,IL,60636,(773) 434-3700,https://www.plannedparenthood.org/health-center/illinois/chicago/60636/englewood-health-center-2264-90430,Currently Open,Provides Abortions,No,Yes,No,10w,,2017,6/30/20
Planned Parenthood of Illinois: Flossmoor Health Center,"19831 Governors Highway, Flossmoor, IL 60422",19831 Governors Highway,Flossmoor,IL,60422,(708) 960-0907,https://www.plannedparenthood.org/health-center/illinois/flossmoor/60422/flossmoor-health-center-4360-90430,Currently Open,Provides Abortions,Yes,Yes,Yes,11w,19.6w,,6/30/20
Planned Parenthood of Illinois: Loop Health Center,"18 S. Michigan Avenue, Chicago, IL 60603",18 S. Michigan Avenue,Chicago,IL,60603,(312) 592-6700,https://www.plannedparenthood.org/health-center/illinois/chicago/60603/loop-health-center-3286-90430,Currently Open,Provides Abortions,No,Yes,No,11w,,,6/30/20
Planned Parenthood of Illinois: Near North Elizabeth Cohn Morris Health Center ,"1200 N LaSalle Street, Chicago, IL 60610",1200 N LaSalle Street,Chicago,IL,60610,(312) 266-1033,https://www.plannedparenthood.org/health-center/illinois/chicago/60610/near-north-elizabeth-cohn-morris-health-center-2474-90430,Currently Open,Provides Abortions,No,Yes,Yes,11w,19.6w,,6/30/20
Planned Parenthood of Illinois: Ottawa Health Center,"612 Court Street, Ottawa, IL 61350",612 Court Street,Ottawa,IL,61350,(815) 433-4111,https://www.plannedparenthood.org/health-center/illinois/ottawa/61350/ottawa-health-center-2631-90430,Currently Open,Provides Abortions,No,Yes,No,10w,,,6/30/20
Planned Parenthood of Illinois: Peoria Health Center,"2709 N Knoxville Ave, Peoria, IL 61604",2709 N Knoxville Ave,Peoria,IL,61604,(309) 681-0350,https://www.plannedparenthood.org/health-center/illinois/peoria/61604/peoria-health-center-3281-90430,Currently Open,Provides Abortions,Yes,Yes,No,10w,,,6/30/20
Planned Parenthood of Illinois: Rogers Park Health Center,"5725 North Broadway, Chicago, IL 60660",5725 North Broadway,Chicago,IL,60660,(773) 942-7193,https://www.plannedparenthood.org/health-center/illinois/chicago/60660/rogers-park-health-center-2266-90430,Currently Open,Provides Abortions,Yes,Yes,No,10w,,,6/30/20
Planned Parenthood of Illinois: Roseland Health Center,"11250 S Halsted St., Chicago, IL 60628",11250 S Halsted St.,Chicago,IL,60628,(877) 200-7745,https://www.plannedparenthood.org/health-center/illinois/chicago/60628/roseland-health-center-2263-90430,Currently Open,Provides Abortions,No,Yes,Yes,10w,,2017,6/30/20
Planned Parenthood of Illinois: Springfield Health Center,"601 N. Bruns, Springfield, IL 62702",601 N. Bruns,Springfield,IL,62702,(217) 546-1060,https://www.plannedparenthood.org/health-center/illinois/springfield/62702/springfield-health-center-3284-90430,Currently Open,Provides Abortions,No,Yes,Yes,11w,19.6w,,6/30/20
Planned Parenthood of Illinois: Waukegan Health Center,"1601 N Lewis, Waukegan, IL 60085",1601 N Lewis,Waukegan,IL,60085,(847) 672-2237,https://www.plannedparenthood.org/health-center/illinois/waukegan/60085/waukegan-health-center-2675-90430,Currently Open,Provides Abortions,Yes,Yes,Yes,11w,19.6w,,6/30/20
"Planned Parenthood of Indiana and Kentucky, Inc.: Bloomington Health Center","421 S College Ave, Bloomington, IN, 47403",421 S College Ave,Bloomington,IN,47403,(812) 336-0219,https://www.plannedparenthood.org/health-center/indiana/bloomington/47403/bloomington-health-center-2639-90500,Currently Open,Provides Abortions,No,Yes,Yes,10w,13.6w,,6/24/20
"Planned Parenthood of Indiana and Kentucky, Inc.: Georgetown Health Center","8590 Georgetown Road, Indianapolis IN 46268",8590 Georgetown Road,Indianapolis,IN,46268,(317) 872-3115,https://www.plannedparenthood.org/health-center/indiana/indianapolis/46268/georgetown-health-center-2870-90500,Currently Open,Provides Abortions,No,Yes,Yes,10w,13.6w,,6/24/20
"Planned Parenthood of Indiana and Kentucky, Inc.: Lafayette Health Center","964 Mezzanine Dr., Lafayette, IN 47905",964 Mezzanine Dr.,Lafayette,IN,47905,(765) 446-8078,https://www.plannedparenthood.org/health-center/indiana/lafayette/47905/lafayette-health-center-2669-90500,Currently Open,Provides Abortions,No,Yes,No,10w,,,6/24/20
"Planned Parenthood of Indiana and Kentucky, Inc.: Merrillville Health Center","8645 Connecticut Street, Merrillville, IN 46410",8645 Connecticut Street,Merrillville,IN,46410,(219) 769-3500,https://www.plannedparenthood.org/health-center/indiana/merrillville/46410/merrillville-health-center-2923-90500,Currently Open,Provides Abortions,No,Yes,Yes,10w,13.6w,,6/24/20
"Planned Parenthood of Maryland, Inc: Annapolis Health Center","929 West Street #200, Annapolis, MD 21401",929 West Street #200,Annapolis,MD,21401,(410) 576-1414,https://www.plannedparenthood.org/health-center/maryland/annapolis/21401/annapolis-health-center-2834-90620/abortion,Currently Open,Provides Abortions,No,Yes,Yes,11w,14w,,6/4/20
"Planned Parenthood of Maryland, Inc: Baltimore City Health Center","330 North Howard Street, Baltimore, MD 21201",330 North Howard Street,Baltimore,MD,21201,(410) 576-1414,https://www.plannedparenthood.org/health-center/maryland/baltimore/21201/baltimore-city-health-center-3292-90620/abortion,Currently Open,Provides Abortions,No,Yes,Yes,11w,14w,,6/4/20
"Planned Parenthood of Maryland, Inc: Frederick Health Center","170 Thomas Johnson Drive, Frederick, MD 21702",170 Thomas Johnson Drive,Frederick,MD,21702,(410) 576-1414,https://www.plannedparenthood.org/health-center/maryland/frederick/21702/frederick-health-center-2899-90620,Currently Open,Provides Abortions,Yes,,,11w,,,6/16/20
"Planned Parenthood of Maryland, Inc: Towson Health Center","1714 Joan Ave, Towson, MD 21234",1714 Joan Ave,Towson,MD,21234,(410) 576-1414,https://www.plannedparenthood.org/health-center/maryland/towson/21234/towson-health-center-2831-90620,Currently Open,Provides Abortions,No,Yes,No,11w,,,6/16/20
