fid,SVIth1,SVIth2,SVIth3,SVIth4,SVIS,GEOID
"2526",0.4032,0.3251,0.2289,0.5918,0.3503,"19051"
"2527",0.5398,0.0672,0.9449,0.1535,0.3815,"20067"
"2528",0.5414,0.1152,0.9284,0.0064,0.2586,"20075"
"2529",0.8924,0.9532,0.0331,0.4699,0.729,"21011"
"2530",0.9121,0.8134,0.4731,0.8621,0.8904,"21041"
"2531",0.8226,0.8357,0.6533,0.9306,0.9127,"21047"
"2532",0.9048,0.7701,0.2006,0.6479,0.7659,"21099"
"2533",0.9264,0.4804,0.1258,0.9459,0.8102,"21115"
"2534",0.3876,0.3719,0.2159,0.4906,0.3252,"21143"
"2535",0.8959,0.6412,0.0016,0.4314,0.5847,"21165"
"2536",0.8682,0.9373,0.1455,0.3133,0.6812,"21169"
"2537",0.865,0.6036,0.2388,0.5979,0.6975,"21171"
"2538",0.7939,0.2133,0.3133,0.9742,0.7557,"21205"
"2539",0.9602,0.8408,0.3833,0.674,0.8634,"21207"
"2540",0.8268,0.5384,0.6036,0.7612,0.8092,"21219"
"2541",0.9465,0.7988,0.0783,0.8946,0.8379,"21235"
"2542",0.914,0.9392,0.5702,0.9663,0.9634,"22009"
"2543",0.7328,0.8083,0.6619,0.8103,0.8385,"22017"
"2544",0.9522,0.4823,0.6855,0.9589,0.9331,"22021"
"2545",0.8401,0.4311,0.3938,0.8469,0.7806,"22025"
"2546",0.8134,0.107,0.6826,0.4849,0.6274,"22043"
"2547",0.9045,0.8857,0.8268,0.901,0.9605,"22045"
"2548",0.793,0.2127,0.7338,0.9755,0.8478,"22061"
"2549",0.8685,0.8042,0.4862,0.9023,0.8847,"22067"
"2550",0.8299,0.8118,0.483,0.8513,0.8554,"22083"
"2551",0.8908,0.7625,0.8071,0.1888,0.7713,"22087"
"2552",0.2726,0.3028,0.6807,0.6396,0.4277,"24029"
"2553",0.1083,0.0764,0.9554,0.5804,0.3255,"24031"
"2554",0.3408,0.1729,0.9819,0.8641,0.6261,"24033"
"2555",0.2513,0.2114,0.8663,0.8045,0.508,"25009"
"2556",0.4987,0.2811,0.2334,0.6186,0.4038,"26053"
"2557",0.7188,0.0525,0.4712,0.9086,0.6016,"26073"
"2558",0.5554,0.4706,0.5508,0.7953,0.6452,"26097"
"2559",0.7554,0.5326,0.0401,0.1671,0.3729,"26119"
"2560",0.8239,0.8157,0.1611,0.4976,0.6694,"26135"
"2561",0.7239,0.7221,0.1414,0.2101,0.4627,"26143"
"2562",0.6232,0.6657,0.9325,0.7533,0.815,"27105"
"2563",0.3038,0.2432,0.9013,0.944,0.6334,"27123"
"2564",0.8768,0.914,0.7491,0.7163,0.9143,"28017"
"2565",0.9277,0.6183,0.5142,0.2375,0.7054,"28025"
"2566",0.8627,0.8647,0.6176,0.9599,0.9366,"28035"
"2567",0.7764,0.7714,0.7781,0.8637,0.8838,"28047"
"2568",0.8182,0.5603,0.7746,0.872,0.8742,"28049"
"2569",0.8073,0.9596,0.4534,0.3451,0.7691,"28061"
"2570",0.8497,0.971,0.5613,0.8383,0.9213,"28101"
"2571",0.8038,0.0229,0.6192,0.886,0.642,"28105"
"2572",0.9411,0.8758,0.4276,0.8437,0.9073,"28127"
"2573",0.9073,0.6495,0.1184,0.4826,0.6659,"28141"
"2574",0.9083,0.9694,0.5403,0.6336,0.8997,"28153"
"2575",0.9245,0.8972,0.1741,0.4276,0.7554,"29055"
"2576",0.7745,0.5205,0.3502,0.1235,0.4672,"29085"
"2577",0.9392,0.9879,0.3868,0.5934,0.8968,"29143"
"2578",0.8997,0.6125,0.0252,0.3906,0.5825,"29153"
"2579",0.9226,0.921,0.107,0.3432,0.715,"29181"
"2580",0.9022,0.8946,0.0637,0.2888,0.6449,"29203"
"2581",0.3341,0.5587,0.3381,0.6154,0.4099,"30051"
"2582",0.4455,0.7163,0.8838,0.5909,0.6701,"31079"
"2583",0.2882,0.5587,0.0169,0.1557,0.1468,"31091"
"2584",0.5459,0.3639,0.9608,0.7443,0.7404,"32003"
"2585",0.8503,0.8981,0.4419,0.8663,0.8815,"32021"
"2586",0.4061,0.453,0.9166,0.6301,0.6118,"34007"
"2587",0.35,0.0723,0.9459,0.8672,0.558,"34021"
"2588",0.2134,0.0401,0.9592,0.907,0.4659,"34023"
"2589",0.4529,0.5116,0.4502,0.1732,0.3357,"35003"
"2590",0.8025,0.9312,0.8195,0.9678,0.9627,"35007"
"2591",0.7914,0.8246,0.9414,0.5692,0.8774,"35009"
"2592",0.6207,0.9357,0.7619,0.2668,0.6939,"35011"
"2593",0.9341,0.6874,0.9854,0.9723,0.9841,"35013"
"2594",0.7783,0.2741,0.8736,0.5486,0.749,"35057"
"2595",0.2955,0.0697,0.9004,0.8067,0.4764,"36085"
"2596",0.3159,0.008,0.5969,0.957,0.3462,"36109"
"2597",0.264,0.0853,0.9392,0.9386,0.5516,"36119"
"2598",0.9535,0.7138,0.6565,0.923,0.9385,"37015"
"2599",0.9061,0.9338,0.8341,0.7555,0.9446,"37017"
"2600",0.3873,0.1022,0.9577,0.9019,0.6197,"37063"
"2601",0.9398,0.4199,0.8625,0.581,0.8627,"37095"
"2602",0.9162,0.674,0.7447,0.6568,0.8761,"37103"
"2603",0.9385,0.915,0.8602,0.9102,0.9796,"37153"
"2604",0.8736,0.7068,0.781,0.795,0.8943,"37185"
"2605",0.7261,0.0048,0.3343,0.822,0.4121,"37189"
"2606",0.1682,0.2235,0.7058,0.7717,0.392,"38053"
"2607",0.1347,0.2184,0.7093,0.7784,0.3758,"38061"
"2608",0.6038,0.7087,0.6574,0.5957,0.6876,"39095"
"2609",0.8971,0.8176,0.2996,0.5387,0.7742,"40055"
"2610",0.886,0.9771,0.5973,0.4429,0.8736,"40061"
"2611",0.9589,0.7377,0.5606,0.9137,0.9287,"40107"
"2612",0.5831,0.0172,0.525,0.9573,0.5131,"40119"
"2613",0.9182,0.9678,0.6485,0.603,0.9159,"40135"
"2614",0.3067,0.0296,0.8567,0.9271,0.4675,"41051"
"2615",0.3092,0.0013,0.4941,0.9701,0.2892,"42027"
"2616",0.7704,0.3508,0.7762,0.4897,0.7115,"42053"
"2617",0.5768,0.27,0.9169,0.8832,0.7592,"44007"
"2618",0.9118,0.8602,0.6676,0.8341,0.9268,"45031"
"2619",0.4729,0.2318,0.8284,0.8211,0.6309,"45079"
"2620",0.4745,0.5571,0.8338,0.6555,0.6506,"46005"
"2621",0.5083,0.0092,0.3731,0.5677,0.2468,"46027"
"2622",0.7182,0.6507,0.4572,0.6944,0.7137,"46085"
"2623",0.8041,0.71,0.0519,0.5279,0.5939,"47027"
"2624",0.9513,0.7536,0.1299,0.61,0.7666,"47067"
"2625",0.9592,0.6364,0.5966,0.6718,0.8672,"47069"
"2626",0.7736,0.3559,0.1706,0.6237,0.5653,"47091"
"2627",0.8449,0.7163,0.1041,0.6434,0.6799,"47135"
"2628",0.6857,0.4585,0.0455,0.377,0.4153,"47137"
"2629",0.9433,0.9793,0.0232,0.4005,0.7637,"47151"
"2630",0.6408,0.5772,0.8968,0.6972,0.7847,"47157"
"2631",0.9255,0.4314,0.0175,0.525,0.6025,"47175"
"2632",0.8414,0.9487,0.9007,0.9452,0.9771,"48005"
"2633",0.6048,0.6205,0.9733,0.781,0.8258,"48029"
"2634",0.5955,0.0331,0.921,0.914,0.6532,"48041"
"2635",0.6685,0.9386,0.9548,0.5603,0.8618,"48057"
"2636",0.8392,0.83,0.9042,0.5947,0.8876,"48087"
"2637",0.5436,0.2881,0.9631,0.2652,0.5503,"48111"
"2638",0.651,0.4365,0.7482,0.1051,0.4783,"48155"
"2639",0.1787,0.1592,0.9653,0.2248,0.2873,"48157"
"2640",0.3073,0.0236,0.9497,0.0774,0.1761,"48173"
"2641",0.9334,0.9924,0.9357,0.3833,0.95,"48191"
"2642",0.5732,0.6431,0.9198,0.5912,0.7427,"48211"
"2643",0.7904,0.6539,0.9386,0.8485,0.9025,"48219"
"2644",0.743,0.758,0.83,0.958,0.9131,"48225"
"2645",0.6564,0.5976,0.9452,0.8762,0.8567,"48245"
"2646",0.6828,0.1687,0.8023,0.5712,0.6328,"48253"
"2647",0.3586,0.8351,0.5384,0.2818,0.4427,"48263"
"2648",0.457,0.9981,0.9179,0.3091,0.7631,"48311"
"2649",0.7889,0.4419,0.7488,0.3515,0.6885,"48315"
"2650",0.3615,0.3855,0.9032,0.2219,0.4239,"48317"
"2651",0.4131,0.455,0.9188,0.5174,0.5854,"48327"
"2652",0.228,0.2057,0.8679,0.5221,0.3914,"48339"
"2653",0.5815,0.3266,0.9885,0.0659,0.4806,"48383"
"2654",0.6411,0.8526,0.7074,0.4387,0.7169,"48385"
"2655",0.8465,0.9943,0.887,0.5508,0.9414,"48391"
"2656",0.7742,0.6874,0.2853,0.2139,0.5309,"48403"
"2657",0.8949,0.7657,0.6574,0.7819,0.8889,"48405"
"2658",0.5882,0.4537,0.9058,0.6721,0.7315,"48411"
"2659",0.5854,0.2891,0.8892,0.71,0.6994,"48415"
"2660",0.4984,0.1983,0.9363,0.2108,0.4611,"48421"
"2661",0.4917,0.6823,0.4365,0.6371,0.5605,"48425"
"2662",0.7965,0.7867,0.7176,0.5027,0.8016,"48455"
"2663",0.5736,0.3941,0.9663,0.411,0.6519,"48461"
"2664",0.6309,0.1197,0.9503,0.6116,0.6494,"48475"
"2665",0.6739,0.8367,0.9516,0.7615,0.8758,"48481"
"2666",0.628,0.8567,0.0567,0.0245,0.2713,"49031"
"2667",0.4303,0.0029,0.5183,0.8402,0.2959,"51121"
"2668",0.7768,0.9551,0.2665,0.5358,0.751,"51520"
"2669",0.3618,0.0124,0.8424,0.8714,0.4092,"51540"
"2670",0.6449,0.015,0.2493,0.6692,0.3226,"51678"
"2671",0.7057,0.127,0.7695,0.893,0.7369,"51680"
"2672",0.7462,0.0022,0.3604,0.8236,0.4124,"51750"
"2673",0.7108,0.54,0.8367,0.7431,0.8038,"51770"
"2674",0.0885,0.0134,0.9048,0.8666,0.2854,"53033"
"2675",0.7064,0.0019,0.6893,0.8828,0.5108,"53075"
"2676",0.8854,0.0595,0.6597,0.8491,0.7564,"54021"
"2677",0.935,0.7491,0.0185,0.7217,0.7471,"54045"
"2678",0.9389,0.7408,0.028,0.398,0.6465,"54087"
"2679",0.9631,0.9309,0.0003,0.4696,0.7487,"54101"
"2680",0.5949,0.5209,0.9131,0.8529,0.8061,"55079"
"2681",0.9057,0.9083,0.5896,0.5775,0.8748,"01023"
"2682",0.9529,0.9713,0.4397,0.213,0.8086,"01035"
"2683",0.8643,0.8048,0.496,0.4088,0.7621,"01091"
"2684",0.9551,0.5056,0.469,0.3728,0.7481,"01099"
"2685",0.6662,0.9882,0.7058,0.7421,0.8777,"05039"
"2686",0.9726,0.9898,0.9124,0.375,0.9596,"05041"
"2687",0.8803,0.7953,0.6457,0.9812,0.9436,"05069"
"2688",0.7277,0.2146,0.639,0.9873,0.8134,"05079"
"2689",0.9369,0.9589,0.7638,0.7574,0.9554,"05093"
"2690",0.9029,0.9669,0.5196,0.646,0.8949,"05113"
"2691",0.8341,0.3747,0.936,0.3432,0.7675,"05133"
"2692",0.2548,0.0239,0.9806,0.916,0.4701,"06001"
"2693",0.2478,0.141,0.9564,0.4795,0.4057,"06013"
"2694",0.6159,0.1047,0.9933,0.9045,0.7682,"06037"
"2695",0.5828,0.3477,0.993,0.8399,0.799,"06053"
"2696",0.3248,0.05,0.9723,0.5683,0.4191,"06059"
"2697",0.5338,0.3563,0.9535,0.7603,0.7338,"06067"
"2698",0.1185,0.0201,0.9682,0.6043,0.265,"06081"
"2699",0.5188,0.1086,0.9672,0.9156,0.7111,"06083"
"2700",0.1933,0.0255,0.9815,0.731,0.3557,"06085"
"2701",0.7885,0.7291,0.9643,0.6654,0.8822,"06101"
"2702",0.808,0.8265,0.9303,0.9077,0.942,"06115"
"2703",0.4006,0.4008,0.9443,0.5524,0.5892,"08001"
"2704",0.8879,0.9405,0.9175,0.5903,0.9325,"08021"
"2705",0.9519,0.2315,0.8507,0.8478,0.893,"08025"
"2706",0.2889,0.1563,0.9195,0.609,0.4618,"12021"
"2707",0.8417,0.8013,0.3416,0.9904,0.8994,"12029"
"2708",0.949,0.7778,0.78,0.9064,0.9525,"12107"
"2709",0.8408,0.9535,0.7978,0.8204,0.9389,"13005"
"2710",0.8204,0.9207,0.7186,0.6253,0.8726,"13017"
"2711",0.821,0.8316,0.8131,0.865,0.9175,"13021"
"2712",0.814,0.8781,0.8615,0.9462,0.9506,"13069"
"2713",0.9545,0.9729,0.716,0.9475,0.9857,"13081"
"2714",0.9475,0.9529,0.7889,0.8771,0.9768,"13107"
"2715",0.3299,0.3324,0.9717,0.2337,0.4347,"13135"
"2716",0.8207,0.5724,0.8953,0.5301,0.8283,"13165"
"2717",0.9417,0.375,0.4183,0.993,0.9061,"13167"
"2718",0.7283,0.6921,0.8647,0.9195,0.8882,"13179"
"2719",0.871,0.8803,0.8612,0.2461,0.8271,"13183"
"2720",0.8252,0.8236,0.3948,0.8701,0.8459,"13235"
"2721",0.9707,0.7116,0.4957,0.9,0.9197,"13269"
"2722",0.943,0.8252,0.4199,0.2757,0.758,"13289"
"2723",0.7299,0.9637,0.8621,0.2171,0.7876,"13307"
"2724",0.8124,0.3703,0.9341,0.8577,0.8793,"13313"
"2725",0.7325,0.4174,0.9261,0.2588,0.6736,"16053"
"2726",0.7847,0.8669,0.8857,0.3731,0.8245,"16073"
"2727",0.5057,0.0946,0.9618,0.8758,0.6755,"17031"
"2728",0.7159,0.0904,0.6008,0.9366,0.7045,"17077"
"2729",0.5092,0.0984,0.8851,0.2467,0.4115,"20081"
"2730",0.8828,0.7841,0.9659,0.6686,0.9242,"20209"
"2731",0.9532,0.8395,0.0605,0.7991,0.8204,"21043"
"2732",0.9404,0.6972,0.0051,0.3986,0.6242,"21135"
"2733",0.8981,0.774,0.1948,0.8459,0.8197,"21181"
"2734",0.9487,0.7055,0.0271,0.8408,0.7908,"21195"
"2735",0.9146,0.4772,0.2012,0.7472,0.7478,"21231"
"2736",0.8223,0.9796,0.5565,0.9338,0.9401,"22013"
"2737",0.8678,0.9449,0.5782,0.7128,0.8917,"22031"
"2738",0.8704,0.9774,0.6154,0.8395,0.9382,"22049"
"2739",0.9287,0.4712,0.5651,0.8147,0.8573,"22069"
"2740",0.6997,0.1761,0.8797,0.7771,0.7449,"22071"
"2741",0.9194,0.916,0.4989,0.7647,0.9,"22091"
"2742",0.9086,0.2537,0.8067,0.9395,0.8978,"24039"
"2743",0.6076,0.6593,0.8911,0.843,0.8232,"25013"
"2744",0.5608,0.0474,0.9656,0.9774,0.7379,"25025"
"2745",0.7936,0.7845,0.9019,0.6587,0.8723,"26163"
"2746",0.9541,0.9949,0.6004,0.9239,0.9844,"28007"
"2747",0.9548,0.6998,0.7848,0.8736,0.9411,"28029"
"2748",0.9376,0.9201,0.4327,0.2579,0.7879,"28031"
"2749",0.8793,0.085,0.3149,0.6867,0.6067,"28041"
"2750",0.9659,0.7947,0.4798,0.5113,0.8439,"28065"
"2751",0.9309,0.9955,0.5667,0.3508,0.8914,"28097"
"2752",0.9468,0.9869,0.6479,0.8316,0.9685,"28099"
"2753",0.9325,0.9538,0.8265,0.9659,0.9882,"28113"
"2754",0.8914,0.9545,0.7246,0.5123,0.8962,"28115"
"2755",0.7844,0.843,0.8052,0.68,0.8631,"29119"
"2756",0.9185,0.8975,0.2483,0.6797,0.8303,"29215"
"2757",0.9414,0.7447,0.0885,0.7695,0.7904,"29221"
"2758",0.7121,0.242,0.8828,0.7985,0.7796,"29510"
"2759",0.5834,0.0898,0.965,0.3139,0.5188,"31037"
"2760",0.2669,0.568,0.7886,0.937,0.6395,"32009"
"2761",0.7261,0.5288,0.7167,0.5664,0.7309,"32023"
"2762",0.7978,0.1515,0.858,0.9984,0.9038,"32027"
"2763",0.5551,0.4381,0.928,0.8812,0.7911,"34001"
"2764",0.9424,0.7472,0.9405,0.7389,0.943,"35041"
"2765",0.4201,0.0086,0.9612,0.9736,0.551,"36061"
"2766",0.8742,0.7071,0.5565,0.1121,0.6268,"37005"
"2767",0.9178,0.4922,0.8383,0.9682,0.9443,"37007"
"2768",0.9229,0.9268,0.8163,0.9089,0.9726,"37065"
"2769",0.8615,0.8542,0.929,0.5129,0.8924,"37093"
"2770",0.9207,0.9806,0.8854,0.9672,0.9933,"37107"
"2771",0.9252,0.9255,0.9427,0.7902,0.9723,"37163"
"2772",0.9006,0.9513,0.8491,0.9172,0.9787,"37181"
"2773",0.9032,0.9812,0.4976,0.5033,0.8787,"37187"
"2774",0.5271,0.0614,0.389,0.7994,0.436,"39075"
"2775",0.786,0.8714,0.4782,0.582,0.7828,"40091"
"2776",0.9153,0.8867,0.9029,0.9994,0.9965,"41045"
"2777",0.95,0.8039,0.7924,0.866,0.9487,"45025"
"2778",0.9439,0.9124,0.7208,0.9615,0.9793,"45027"
"2779",0.9073,0.2305,0.8227,0.5903,0.8032,"45049"
"2780",0.85,0.623,0.44,0.54,0.7373,"45065"
"2781",0.9475,0.9099,0.1515,0.2127,0.6857,"47029"
"2782",0.8994,0.4935,0.2079,0.7689,0.7494,"47129"
"2783",0.6169,0.5078,0.9583,0.9631,0.8732,"48055"
"2784",0.6016,0.5896,0.9398,0.3855,0.6892,"48105"
"2785",0.8541,0.8106,0.9557,0.8752,0.9475,"48115"
"2786",0.3519,0.4992,0.9338,0.1812,0.4385,"48137"
"2787",0.6939,0.2639,0.9478,0.4171,0.6825,"48165"
"2788",0.9328,0.689,0.9376,0.9879,0.9834,"48273"
"2789",0.7787,0.6301,0.8755,0.9933,0.9427,"48291"
"2790",0.635,0.3095,0.9207,0.9621,0.8376,"48313"
"2791",0.2182,0.3292,0.9478,0.5559,0.4748,"48329"
"2792",0.5334,1,0.5107,0.2073,0.7003,"48345"
"2793",0.6478,0.829,0.9494,0.625,0.8309,"48409"
"2794",0.772,0.0834,0.9424,0.249,0.5857,"48413"
"2795",0.3793,0.4005,0.9487,0.4464,0.5475,"48439"
"2796",0.7799,0.1659,0.9615,0.0229,0.4713,"48443"
"2797",0.8532,0.7243,0.9618,0.596,0.8901,"48449"
"2798",0.8076,0.5323,0.6457,0.9675,0.8834,"48457"
"2799",0.7201,0.0041,0.8895,0.9895,0.6997,"48471"
"2800",0.7223,0.163,0.9586,0.9265,0.8331,"48473"
"2801",0.6818,0.2085,0.9768,0.3668,0.6541,"48495"
"2802",0.7258,0.0936,0.6355,0.6749,0.6019,"49039"
"2803",0.8618,0.4947,0.4782,0.7488,0.7901,"51029"
"2804",0.8675,0.1401,0.5626,0.9567,0.814,"51081"
"2805",0.1748,0.2003,0.9542,0.2346,0.3022,"51153"
"2806",0.8889,0.9643,0.7377,0.8841,0.9589,"51590"
"2807",0.7828,0.9086,0.5164,0.2919,0.7175,"51620"
"2808",0.7513,0.0363,0.893,0.9787,0.793,"51660"
"2809",0.3774,0.2092,0.971,0.2814,0.4446,"51683"
"2810",0.4608,0.3493,0.9784,0.2611,0.528,"51685"
"2811",0.872,0.9889,0.6613,0.5597,0.9105,"51690"
"2812",0.5201,0.6062,0.8695,0.9507,0.8156,"51700"
"2813",0.7143,0.6313,0.7536,0.7469,0.8006,"51740"
"2814",0.6822,0.1302,0.9268,0.879,0.7729,"51760"
"2815",0.701,0.5167,0.951,0.7982,0.8452,"53025"
"2816",0.9197,0.7052,0.0089,0.1993,0.5239,"54013"
"2817",0.9382,0.7189,0.0083,0.4502,0.6443,"54109"
"2818",0.9334,0.9634,0.5116,0.9347,0.9599,"01065"
"2819",0.8901,0.6065,0.8902,0.9854,0.964,"04009"
"2820",0.9105,0.7065,0.9051,0.7514,0.9236,"04012"
"2821",0.893,0.9137,0.6714,0.8504,0.9341,"05035"
"2822",0.9003,0.9777,0.4706,0.4244,0.8516,"05095"
"2823",0.799,0.9873,0.377,0.8227,0.8841,"05099"
"2824",0.9258,0.6727,0.9847,0.8239,0.9541,"06039"
"2825",0.8277,0.4728,0.9825,0.8141,0.901,"06071"
"2826",0.2239,0.0035,0.9742,0.9497,0.3911,"06075"
"2827",0.7618,0.5957,0.9812,0.8083,0.8892,"06077"
"2828",0.8089,0.6428,0.9701,0.6043,0.8675,"06099"
"2829",0.7758,0.6367,0.5813,0.9026,0.8401,"12013"
"2830",0.835,0.5183,0.7202,0.7507,0.8334,"12077"
"2831",0.872,0.6527,0.7291,0.9971,0.9608,"12079"
"2832",0.6936,0.1388,0.9968,0.8988,0.8175,"12086"
"2833",0.9232,0.7103,0.901,0.8704,0.9465,"12093"
"2834",0.8812,0.4161,0.5909,0.9815,0.8984,"12123"
"2835",0.9596,0.2744,0.4683,0.8634,0.8382,"12125"
"2836",0.9621,0.8325,0.5094,0.4887,0.85,"13019"
"2837",0.8653,0.5333,0.9739,0.7746,0.9102,"13063"
"2838",0.9427,0.8271,0.7096,0.9204,0.9513,"13095"
"2839",0.9449,0.9398,0.4486,0.8039,0.9201,"13099"
"2840",0.9516,0.9414,0.9102,0.886,0.9847,"13109"
"2841",0.7599,0.8485,0.8335,0.8596,0.9003,"13215"
"2842",0.9484,0.6578,0.8571,0.979,0.9764,"13261"
"2843",0.8022,0.4887,0.8475,0.9608,0.908,"13267"
"2844",0.9236,0.6039,0.6905,0.8217,0.8946,"13301"
"2845",0.9239,0.7982,0.738,0.9252,0.9462,"13303"
"2846",0.7115,0.043,0.3263,0.5349,0.4029,"16065"
"2847",0.7315,0.4489,0.9777,0.7972,0.857,"20057"
"2848",0.9873,0.8555,0.1261,0.9039,0.8927,"21013"
"2849",0.9666,0.6673,0.1958,0.5594,0.7656,"21045"
"2850",0.9885,0.8876,0.0073,0.6119,0.7997,"21065"
"2851",0.9271,0.9809,0.4101,0.4839,0.8704,"21075"
"2852",0.9828,0.7733,0.001,0.3276,0.6662,"21109"
"2853",0.9653,0.852,0.0408,0.8173,0.8325,"21121"
"2854",0.9796,0.7558,0.0341,0.7997,0.8182,"21129"
"2855",0.9303,0.9007,0.0232,0.702,0.7882,"21203"
"2856",0.7178,0.3397,0.9045,0.873,0.8312,"24510"
"2857",0.9395,0.5317,0.2967,0.6877,0.7818,"26085"
"2858",0.9369,0.9838,0.7243,0.7727,0.965,"28013"
"2859",0.9653,0.759,0.0675,0.6323,0.7646,"29223"
"2860",0.8545,0.3432,0.5778,0.9596,0.8583,"30035"
"2861",0.7236,0.5419,0.9599,0.8055,0.8615,"31043"
"2862",0.5261,0.7711,0.9319,0.7475,0.7933,"31047"
"2863",0.8102,0.6597,0.9573,0.9844,0.9592,"34011"
"2864",0.4943,0.0627,0.9914,0.8434,0.6424,"34017"
"2865",0.5111,0.3101,0.9729,0.9067,0.7764,"34031"
"2866",0.3354,0.276,0.9745,0.7905,0.6232,"34039"
"2867",0.8376,0.9284,0.9624,0.7972,0.9551,"35005"
"2868",0.7882,0.923,0.9526,0.8895,0.9529,"35019"
"2869",0.9564,0.7908,0.9468,0.7876,0.9631,"35023"
"2870",0.7318,0.5794,0.9596,0.4785,0.7959,"35033"
"2871",0.8424,0.7975,0.9109,0.7857,0.9194,"35045"
"2872",0.8338,0.9516,0.7883,0.6975,0.9146,"35051"
"2873",0.8548,0.7584,0.9529,0.9803,0.9745,"35053"
"2874",0.6736,0.1738,0.9799,0.9096,0.8153,"36047"
"2875",0.5223,0.0344,0.9936,0.8478,0.6201,"36081"
"2876",0.357,0.1391,0.916,0.9074,0.6038,"36087"
"2877",0.9455,0.9373,0.6883,0.8918,0.9646,"37083"
"2878",0.8178,0.8185,0.6393,0.6883,0.8433,"38005"
"2879",0.8739,0.9389,0.7727,0.5571,0.8965,"40001"
"2880",0.6831,0.1859,0.9666,0.9182,0.821,"40139"
"2881",0.6889,0.5298,0.9293,0.5183,0.7643,"41049"
"2882",0.8576,0.9443,0.5189,0.986,0.9516,"45009"
"2883",0.9774,0.9379,0.7564,0.7851,0.9682,"45033"
"2884",0.8755,0.6116,0.9519,0.9226,0.9449,"45053"
"2885",0.8939,0.7848,0.7351,0.865,0.9229,"45075"
"2886",0.922,0.9061,0.6622,0.9717,0.9704,"45089"
"2887",0.8997,0.2735,0.5769,0.8233,0.8159,"47007"
"2888",0.9618,0.9583,0.3066,0.5708,0.8685,"47061"
"2889",0.428,0.0815,0.9694,0.4323,0.4736,"48003"
"2890",0.7822,0.618,0.9551,0.6192,0.8497,"48013"
"2891",0.6153,0.7179,0.9863,0.5769,0.8003,"48017"
"2892",0.9634,0.419,0.9296,0.972,0.9694,"48025"
"2893",0.65,0.398,0.9869,0.6415,0.7774,"48069"
"2894",0.907,0.6094,0.979,0.3598,0.8608,"48079"
"2895",0.5252,0.0121,0.9777,0.4957,0.4283,"48095"
"2896",0.9583,0.9997,0.8023,0.2111,0.9363,"48101"
"2897",0.3589,0.1194,0.9831,0.4559,0.4739,"48103"
"2898",0.5599,0.3852,0.9882,0.7081,0.7538,"48113"
"2899",0.757,0.5339,0.9901,0.6062,0.8411,"48117"
"2900",0.8274,0.8074,0.9602,0.2833,0.8299,"48153"
"2901",0.742,0.0665,0.9774,0.6781,0.7213,"48169"
"2902",0.5904,0.9035,0.9678,0.8762,0.8959,"48177"
"2903",0.758,0.8077,0.9589,0.199,0.7615,"48195"
"2904",0.572,0.3801,0.9876,0.6014,0.7236,"48201"
"2905",0.9401,0.9401,0.9032,0.8048,0.9755,"48207"
"2906",0.8395,0.8606,0.9602,0.6746,0.9226,"48249"
"2907",0.642,0.3009,0.9691,0.9392,0.8424,"48255"
"2908",0.8806,0.2932,0.9755,0.6246,0.8561,"48271"
"2909",0.75,0.937,0.9682,0.5705,0.8975,"48279"
"2910",0.6201,0.8032,0.8055,0.5721,0.7573,"48301"
"2911",0.7389,0.1127,0.9866,0.4922,0.699,"48341"
"2912",0.6417,0.0895,0.9713,0.391,0.5787,"48357"
"2913",0.6035,0.609,0.9841,0.5062,0.7576,"48369"
"2914",0.629,0.135,0.9834,0.9691,0.8213,"48371"
"2915",0.7312,0.4986,0.9637,0.985,0.9248,"48375"
"2916",0.7831,0.0248,0.9946,0.9112,0.7803,"48389"
"2917",0.9175,0.985,0.9089,0.5294,0.9522,"48419"
"2918",0.4621,0.6399,0.9647,0.3117,0.6041,"48435"
"2919",0.9108,0.9698,0.9373,0.7211,0.9701,"48437"
"2920",0.8242,0.8886,0.9844,0.8364,0.9548,"48463"
"2921",0.8535,0.7755,0.9955,0.9373,0.9678,"48465"
"2922",0.5691,0.0576,0.9879,0.3034,0.492,"48501"
"2923",0.9682,0.561,0.1016,0.673,0.7545,"51027"
"2924",0.8325,0.6762,0.0064,0.816,0.6806,"51051"
"2925",0.9694,0.5275,0.2127,0.7787,0.8073,"51105"
"2926",0.9172,0.497,0.7533,0.8965,0.9092,"51183"
"2927",0.9347,0.7195,0.1987,0.9325,0.8599,"51195"
"2928",0.9013,0.986,0.8255,0.9188,0.9838,"51640"
"2929",0.6586,0.1414,0.8488,0.9411,0.7717,"51710"
"2930",0.9576,0.9758,0.157,0.8542,0.9054,"51720"
"2931",0.9344,0.7695,0.0216,0.5638,0.7041,"54005"
"2932",0.9678,0.7087,0.0197,0.4651,0.6885,"54015"
"2933",0.8987,0.5218,0.049,0.4823,0.6057,"54043"
"2934",0.9669,0.9478,0.5345,0.8392,0.949,"01047"
"2935",0.9494,0.5772,0.5053,0.915,0.8971,"01087"
"2936",0.9561,0.5829,0.6724,0.9866,0.9557,"01119"
"2937",0.9599,0.9573,0.9341,0.9618,0.9955,"04017"
"2938",0.9497,0.837,0.9959,0.4448,0.9318,"04023"
"2939",0.9408,0.7619,0.9898,0.9796,0.9895,"04027"
"2940",0.9363,0.9911,0.8271,0.9863,0.9968,"05017"
"2941",0.9462,0.7838,0.6428,0.9908,0.9691,"05123"
